collocate,raw_frequency,MI
bursting,163,1.9654103307292308
proof,598,0.6655697775853615
lodgings,487,0.8708964084534033
forth,2237,0.4448818587139732
jack,827,0.3413558365123017
simplicity,338,1.2361146360529742
instant,1235,-0.05966571752608458
honoured,232,1.6124231598696832
excellency,130,2.1916260810804107
general,2610,-0.1147977882208007
dines,28,3.726956021360789
bear,2471,0.6330766866672737
invisible,362,1.1675163197102219
plate,494,0.8566250143480706
shrieks,67,2.854467912145027
anne,707,2.4440400146947336
heartbroken,14,4.4201032019207345
inscribed,75,2.7416724179996828
stricken,237,2.284247570960807
fanny,675,0.5444478406634631
esmonds,39,3.3955988854063466
kindled,112,2.3406616602408983
buried,604,1.3487335141611234
blake,28,4.4201032019207345
kisses,221,2.354145010578186
handwriting,197,2.46910398335795
annina,5,5.449722619101893
hamlin,465,0.9171231259486367
few,6215,-0.5769481837407088
guardian,815,0.3559724182951302
confided,173,1.905868937038214
andrew,129,2.199348127174321
saunders,22,3.9681180781776773
gudrun,751,1.824049240891749
midlands,9,4.861935954199773
crowd,975,0.8698702410980913
sallow,124,2.2388789659309563
frothing,8,4.979718989856157
carpet,319,1.2939694287511485
mute,251,1.5337075924042092
laconically,15,4.351110330433783
playing,894,0.9566019369224242
guests,637,1.295538056523775
mostly,311,2.0125147999167043
handicraft,11,5.354412439297568
instructor,13,4.494211174074456
treat,459,1.6232575020353932
pleased,1798,0.9510246776243181
thwart,61,2.948286667362682
shortlands,32,3.5934246287362663
inflamed,49,3.1673402334253664
ursula,724,1.1675163197102219
uncouth,58,2.998717520989574
gerald,942,2.4083798342958493
events,885,0.2735728865280636
director,137,2.1391796057078682
overcame,104,2.4147696323946204
hostility,74,2.755095438331823
shelter,458,0.9322913474218081
final,498,0.8485604545113402
drifted,148,2.0619482577718777
exposure,126,2.222878624584515
centralising,1,7.059160531535993
parts,541,0.7657412526895117
mines,177,1.8830107989621638
colliers,43,3.2979604158424305
letherington,1,7.059160531535993
sighed,714,1.5868898578645183
drew,2572,0.8161593586125833
aren,507,1.5237967085047552
birkin,698,1.2040886093335659
hesitated,613,0.6407955955997817
bored,171,1.9174969750333333
pause,1166,-0.002173835374444557
galled,43,3.2979604158424305
exasperate,18,4.168788773639829
mocked,76,3.421574371809607
imitating,45,3.2524980417656733
bitter,911,0.24461763427603478
danger,1228,1.044630711497015
possession,916,0.2391441668618628
cursed,253,1.525771042808473
drawings,96,3.187959520628102
confusion,494,0.8566250143480706
confined,174,1.900105232321464
constant,494,0.8566250143480706
departure,690,1.6210812226127975
dissolve,41,3.3455884648316854
sodden,33,3.5626529700695126
undaunted,18,4.168788773639829
asleep,992,1.2580497129192298
sleepy,175,1.894374557612479
harshly,98,2.474193052865421
shifty,17,4.225947187479777
bitch,28,3.726956021360789
tense,104,2.4147696323946204
hit,464,0.9192759793097378
mirth,145,2.0824267891154187
send,1828,0.24132996008184301
caressingly,45,3.2524980417656733
supper,919,0.9290215897402513
ah,3499,0.9783695808481411
bonaparte,291,1.3858372643645005
goods,278,1.431539417845356
tant,213,1.6978683658265679
sucking,64,2.9002774481763214
pig,227,1.6342105140545906
sannie,193,1.7964703426311077
sheep,587,0.6841357117078967
sermons,136,3.2451179344680505
reads,120,2.271668788753947
hadn,865,0.9895782051640591
everlasting,130,2.1916260810804107
stranger,1414,0.9035949737475847
cruelly,155,2.0157354146167465
unwomanly,18,4.168788773639829
hire,101,2.4440400146947336
dip,97,2.4844495530326105
show,2894,0.6982035367786643
exploding,18,4.168788773639829
proposition,198,2.464040681401403
pisistratus,76,3.421574371809607
sulkily,67,2.854467912145027
throws,84,2.6283437326926795
contentus,1,7.059160531535993
peragis,1,7.059160531535993
avenel,452,2.0440906403718717
hazeldean,528,1.483211428389677
talent,243,1.5660990881954449
according,1028,0.12379008552088258
harley,1004,0.8405604118442639
spankie,1,7.059160531535993
letting,467,1.605978454427041
triumphantly,123,2.2469761761635754
duty,2156,0.7694449606269961
recollecting,27,3.7633236655316638
admonition,26,3.8010639935145107
leslie,719,1.5799114624830561
boasted,92,2.537371954486953
randal,1210,1.0593971816133159
maunder,21,4.01463809381257
maria,688,0.5253716936026495
halls,90,2.559350861205728
human,2365,-0.7093727693900403
puckering,7,5.11325038248068
therewith,402,2.1613207315850818
riccabocca,582,1.3858372643645005
renewed,251,2.2268547729641543
beats,105,2.40520018137847
reproachfully,57,3.016109263701443
jemima,550,2.3586801657435768
shakspeare,69,2.8250540269387336
modestly,112,2.3406616602408983
toothpick,22,3.9681180781776773
numidicus,4,5.6728661704161025
wholly,558,1.4279487497146275
unmoved,106,2.395721437423926
ingeniously,16,4.286571809296212
pretended,303,1.3454277260266239
bag,621,0.6278294496025143
snubbed,56,3.0338088408008437
retired,453,0.9432684060529591
fares,22,3.9681180781776773
hat,2263,0.4333261745705654
justice,980,0.8647551404313207
infirm,37,3.4482426188917685
dogmatically,7,5.11325038248068
action,1116,0.7348015691546822
deprecatingly,27,3.7633236655316638
presumed,107,3.079478877634032
chafing,42,3.321490913252625
unlucky,214,1.6931845165141415
manages,23,3.9236663156068436
clock,2128,0.0893698616344034
recoiled,107,2.386331697074087
roland,35,3.5038124700465794
surveyed,183,1.8496743786945722
closed,1669,0.33232778843410327
effects,208,1.721622451834675
helen,1805,-0.4391553392309883
sequestered,34,3.5328000069198318
digby,173,2.5990161175981594
conscience,864,0.9907349432918826
bequeathed,42,4.01463809381257
softening,90,2.559350861205728
disconcerted,83,2.640319923739395
needs,607,0.6506317404764947
relentingly,3,5.960548242867883
sum,683,0.5326656719652031
broad,1268,-0.08603560346117814
thorough,160,1.983986716302166
mordieu,1,7.059160531535993
resentment,238,1.5868898578645183
retain,160,1.983986716302166
refuge,282,1.4172534605978795
honestly,232,1.6124231598696832
contemplating,110,2.3586801657435768
reasonably,80,2.6771338968621117
methinks,98,3.1673402334253664
estrange,390,1.7861609729722463
preserving,74,2.755095438331823
girlhood,75,2.7416724179996828
humours,64,2.9002774481763214
diavolo,13,4.494211174074456
dazzled,118,2.288475907070328
rank,819,0.35107644768292373
obtain,294,2.068727944757257
iam,1,7.059160531535993
lender,48,3.187959520628102
unloose,5,5.449722619101893
pompey,20,4.063428257982002
violante,481,2.8292034104855452
placeman,8,4.979718989856157
doubts,323,1.2815082083133364
identified,62,2.9320261464909017
strangers,444,0.9633359691037682
gentleness,169,1.9292618166129196
displease,33,3.5626529700695126
sufficiently,537,1.4663096175870738
disapprove,53,3.0888686179838714
vanished,595,0.6705991259903633
leonard,1489,1.5450599680800392
constituency,34,3.5328000069198318
dwelt,313,1.3129573409958397
peschiera,203,2.439101733054151
destinies,61,2.948286667362682
englishman,489,0.8667980420611211
escaped,543,0.7620512116020576
joy,1444,0.4771353926431668
deem,274,2.1391796057078682
native,623,0.62461401274854
concealed,344,1.9116660547225401
exaggerates,4,5.6728661704161025
propitiate,33,3.5626529700695126
beatrice,226,2.3317727128236525
fonder,41,3.3455884648316854
humoured,146,2.768701090387602
hushed,178,1.877376981243908
nora,230,2.314228403172743
touching,558,0.7348015691546822
behold,480,0.8853744276340565
signorina,47,3.2090129298259344
encouraged,280,1.4243709283667434
disobeyed,24,3.8811067011880476
starves,7,5.11325038248068
wrongs,118,2.9816230876302736
serving,200,1.7608431649879563
entertains,13,4.494211174074456
prove,701,0.5066526445014029
whispers,140,2.1175181089266886
recall,312,1.3161573437265106
meditated,118,2.288475907070328
redeeming,21,4.01463809381257
restored,305,1.3388487549285815
seeks,72,2.7824944125199376
guilty,530,0.7862835249898256
callous,60,2.9648159693138925
woo,54,3.0701764849717184
imitates,5,5.449722619101893
gratitude,648,0.5852698351837183
negra,127,2.214973445077402
compares,9,4.861935954199773
detest,80,2.6771338968621117
redeem,72,2.7824944125199376
plighted,34,4.225947187479777
solemn,692,1.2127217564782686
approaching,453,0.9432684060529591
rebelled,40,3.3702810774220566
votes,118,2.288475907070328
steward,163,1.9654103307292308
kindest,139,2.1246865984053014
persists,15,4.351110330433783
secure,418,1.0236790990112368
precious,642,0.5945722278460319
implore,98,2.474193052865421
demonstrated,22,3.9681180781776773
oblige,202,2.4440400146947336
experience,1377,-0.16850196719266172
laughing,1430,1.5854902775100952
rebecca,106,2.395721437423926
beaming,93,2.526561038382737
autumn,436,0.9815182881869589
axed,16,4.979718989856157
tying,56,3.0338088408008437
slightly,788,1.0828096222380592
picking,198,1.7708935008414577
shouted,526,1.8924716074663928
rats,102,2.434187718251722
rotten,160,1.983986716302166
parlour,659,0.5684369970334859
forgets,68,2.8396528263598864
demur,13,4.494211174074456
willed,68,2.8396528263598864
radiating,24,3.8811067011880476
winking,80,3.3702810774220566
forward,2411,-0.728636346645178
suggestively,6,5.267401062307938
lettie,476,0.8937426773045731
usual,2224,0.04524505672546543
treats,68,2.8396528263598864
awkwardly,80,2.6771338968621117
controlling,35,3.5038124700465794
mollie,46,3.2305191350468982
mare,264,1.483211428389677
sadly,615,0.6375382637294753
barking,85,2.6165092750456767
softly,1302,-0.11249629123252143
emily,380,1.8121364593755067
meg,271,1.4570417106562923
ruminating,31,3.6251733270508466
asserted,143,2.096315901276086
landing,363,1.1647576972711422
cokes,1,7.059160531535993
jumped,488,1.9674574143509558
fallow,24,3.8811067011880476
spot,1180,-0.014109185923717427
timey,1,7.059160531535993
milk,632,1.303418317949081
jolly,405,1.055273464429454
indifferent,540,1.8662036806457827
humiliated,71,2.7964806544946774
lullaby,12,4.5742538817479925
twisting,103,2.4244315433063575
ear,1177,-0.011563575724283705
months,1752,-0.4093527399603437
sarcastically,37,3.4482426188917685
amused,562,0.727658681642302
author,380,1.1189892788155615
dialect,53,3.0888686179838714
í,432,0.9907349432918826
peter,1251,1.5368999335031823
malone,178,2.5705241618038532
inheriting,19,4.807868732929498
constantine,3,5.960548242867883
gérard,24,3.8811067011880476
war,1568,0.8002166192937497
afore,307,2.7186071450686864
moore,618,1.3258192546382477
yorkshire,194,1.7913023724726649
hortense,122,2.2551394868027366
comparatively,166,1.9471727431794499
helstone,305,1.3388487549285815
resembles,32,4.286571809296212
delights,119,2.2800370384244637
martin,628,1.3097675456277396
mediating,3,5.960548242867883
generally,1028,0.12379008552088258
built,630,1.30658789271036
caroline,809,1.0565087950374468
monument,92,2.537371954486953
unpolished,11,4.661265258737623
austerely,20,4.063428257982002
monckton,3,5.960548242867883
matthew,113,2.3317727128236525
sunday,1255,-0.07573032002989107
stands,502,0.8405604118442639
wrapt,18,4.168788773639829
encumbrance,22,3.9681180781776773
fuses,3,5.960548242867883
jesús,9,4.861935954199773
spanish,277,1.4351430253486546
lift,613,0.6407955955997817
ram,744,1.545731785371011
sad,1441,0.47921511609641626
christianity,86,2.6048132352824855
assisi,2,6.366013350976048
catholic,237,2.689712679068972
churches,143,2.096315901276086
alas,521,2.1897048509025168
enmity,55,3.051827346303522
indecent,40,3.3702810774220566
jesus,122,2.948286667362682
deep,3036,-0.2659884264195821
naked,456,0.9366677220216071
carlota,139,2.1246865984053014
stating,82,2.65244128427174
understanding,585,0.6875486843041366
tomás,5,5.449722619101893
xiv,113,3.024919893383598
xxi,65,3.5779204422003015
career,609,0.6473422638260959
sedgewick,53,3.0888686179838714
gilbert,715,0.4868779888419856
lidford,110,2.3586801657435768
marian,875,2.230846794233692
sordid,148,2.0619482577718777
social,767,0.4166737301687368
pinched,128,2.9002774481763214
nelly,37,4.141389799451714
daresay,487,0.8708964084534033
ridden,184,1.8442247739270075
survive,65,2.884773261640356
savings,81,2.664711376863554
solicitor,190,2.9107487480436163
notion,717,0.48408469093637274
autograph,6,5.267401062307938
percival,835,1.024875987245083
newly,251,2.2268547729641543
promptly,196,1.7810458723054758
tears,2367,0.38839421069011887
oppose,92,3.2305191350468982
whitelaw,224,2.3406616602408983
downhearted,13,4.494211174074456
closer,377,1.1269153440879822
ellen,226,2.737237820931817
serious,1325,-0.1300072068843295
large,3569,-1.1208801919541673
gaol,41,3.3455884648316854
couple,1026,0.8188846863652236
pounds,1435,-0.20975959665772853
growled,207,2.419588918830569
ate,469,0.9085577630897137
medler,78,2.702451704846401
nowell,319,1.2939694287511485
lawyer,665,1.2525206714400843
hasn,443,2.351885122610748
settled,1250,1.026873989907756
learn,1254,1.0236790990112368
guilt,185,2.937416995125778
frequent,325,1.2753353492062556
withhold,60,2.9648159693138925
avoided,276,1.438759665818843
idle,482,0.8812164174853928
suitor,124,2.2388789659309563
alike,387,1.1007358385062114
unkindness,45,3.2524980417656733
blacken,15,4.351110330433783
traced,153,2.0287226101435576
interests,667,1.2495176661803147
power,3066,-0.27582134733582114
fortunes,319,1.2939694287511485
treachery,198,1.7708935008414577
exact,355,1.1870427420605774
squandered,23,3.9236663156068436
dismounted,81,2.664711376863554
greater,1024,0.12768872593653993
entreated,137,2.8323267862678136
waiting,2061,0.12136113120547933
knocked,539,0.7694449606269961
snatched,232,1.6124231598696832
eternity,124,2.2388789659309563
holbrook,237,1.5911003904008618
isn,2178,0.7592925891629779
offend,129,2.8924953077342663
scoundrelly,7,5.11325038248068
drunken,184,1.8442247739270075
lagged,19,4.114721552369552
gifted,126,2.222878624584515
repaired,85,2.6165092750456767
monks,190,2.505283639935452
sacred,554,1.4351430253486546
barchester,109,2.3678126493068494
persuades,5,5.449722619101893
bishop,1178,1.5970250797585614
animate,30,3.657963149873838
trying,1509,-0.26004192723185576
warden,264,1.483211428389677
irresolute,62,2.9320261464909017
bold,774,1.7938830190661565
redeemed,43,3.2979604158424305
exploit,33,3.5626529700695126
enjoying,269,1.464449151934154
w,100,2.453990345547902
hoo,15,4.351110330433783
patronage,116,2.3055703404296284
betimes,82,2.65244128427174
instituted,24,3.8811067011880476
sorrows,214,1.6931845165141415
saving,272,1.4533584652399956
harding,326,1.2722631501692854
compromised,52,3.107916812954566
spare,768,1.5139830870564308
welfare,176,1.8886765364978413
warmest,46,3.2305191350468982
burden,477,0.8916440406476519
anticipated,166,1.9471727431794499
ruse,16,4.286571809296212
clothes,1258,1.308176455395498
frighten,206,1.731284362746412
fill,474,0.8979532098409165
concluded,386,1.1033231620711623
grievous,113,2.3317727128236525
doubtless,623,1.3177611933084852
spiritual,408,1.0478933571318314
sups,2,6.366013350976048
waters,570,0.7135241707073973
lands,290,1.3892796085554735
finds,285,1.4066713512673426
stalked,64,3.5934246287362663
lighted,686,0.5282829038101078
benedict,23,6.75687965966306
deus,9,4.861935954199773
bowing,247,1.5497721949080159
archway,135,2.1538857530975637
gervaise,39,7.084478339520283
blue,2913,-0.9177782254234415
pope,141,2.110400641157825
rejoice,181,1.8606635002701672
hugh,541,1.458888433249457
british,588,1.7810458723054758
homes,144,2.0893472319599926
fierce,635,1.2986827132032468
wrath,426,1.0047211852666227
strain,350,1.2012273770525337
rending,28,3.726956021360789
mandate,42,4.01463809381257
cathedral,293,1.3789879225189257
cowled,5,5.449722619101893
parted,742,0.44981128836861267
doorway,467,1.605978454427041
gladly,218,1.674665468746904
sup,93,2.526561038382737
mora,233,2.7067343666384023
interest,2733,0.24461763427603478
turns,453,0.9432684060529591
sunny,282,1.4172534605978795
lawn,530,1.4794307055497709
haste,465,0.9171231259486367
prioress,645,0.5899102147402205
identity,204,1.7410405376917768
recount,20,4.063428257982002
report,500,1.5376996136737466
faithful,768,0.415370798388321
quavered,37,3.4482426188917685
noblest,122,2.2551394868027366
symon,63,2.9160258051444603
clumsily,37,3.4482426188917685
mourned,55,3.051827346303522
suppositions,18,4.168788773639829
messenger,364,1.1620066638992523
fro,444,0.9633359691037682
needed,695,0.515248685971201
naught,202,1.7508928341347885
removed,548,1.4460324251479229
thereafter,173,1.905868937038214
framed,170,1.9233620944857313
injunction,50,3.147137526107847
teachable,3,5.960548242867883
beginning,1639,0.35046613335210874
jenny,185,1.8388047064576682
plumber,10,4.756575438541947
trustees,38,3.421574371809607
walls,1149,0.012513253687237349
offered,1200,-0.030916304240098474
erema,128,2.9002774481763214
vexed,330,1.2600678770754672
conspicuous,157,2.0029147261876847
desolation,125,2.230846794233692
body,2544,0.3162798957440901
knapsack,61,2.948286667362682
commanding,167,1.941166719119238
ocean,219,1.6700888017194921
cities,170,1.9233620944857313
packages,38,3.421574371809607
nearest,466,2.013587186078457
resting,486,0.8729519076354995
almighty,117,3.3955988854063466
although,1465,1.3789879225189257
starved,146,2.0755539098276565
providentially,11,4.661265258737623
hockin,217,1.6792631779955336
horribly,176,2.5818237170577865
guiltless,42,4.01463809381257
examined,360,1.1730565000858373
corpse,255,2.2110441669375125
point,3187,0.09093750578676636
larger,512,0.8208359064964852
prominent,152,2.035280010689717
triumph,643,0.5930158072983737
inquest,74,2.755095438331823
scarcely,1867,-0.4729276120057295
shamefully,49,3.1673402334253664
favorite,141,2.110400641157825
strength,1703,1.0053082119931953
highly,514,1.5100844466407732
lovely,1303,-0.11326404558885209
uneasy,520,1.4984789005204655
material,357,1.181424749756354
shoot,387,1.7938830190661565
reasoned,83,2.640319923739395
intrusted,27,3.7633236655316638
honor,358,1.1786275451352928
blaming,34,3.5328000069198318
rufus,43,3.991107596402376
impostor,77,2.715355109682309
explain,950,0.20269854694140657
behaved,439,2.0732734071289314
worked,828,1.0332945577106787
shunned,72,2.7824944125199376
hitherto,662,1.2570421561589302
proclaim,55,3.051827346303522
estates,232,2.3055703404296284
halcombe,439,1.6678082990207672
fairlie,439,1.6678082990207672
fatal,543,0.7620512116020576
eleanor,843,1.708487934654028
deserved,295,1.3721851751961731
choice,753,1.1282424842960448
strengthen,92,3.2305191350468982
welmingham,58,2.998717520989574
decidedly,273,1.4496887363510331
dare,1507,0.4344315134694428
copy,329,1.2631027807706212
catherick,291,1.3858372643645005
certificate,72,2.7824944125199376
knowlesbury,39,3.3955988854063466
personally,285,1.4066713512673426
tracing,52,3.107916812954566
conspiracy,182,1.8551538444591975
tending,97,2.4844495530326105
literally,196,1.7810458723054758
knowed,144,2.7824944125199376
yer,239,3.192134892038583
sworn,206,1.731284362746412
everdene,80,2.6771338968621117
mis,35,3.5038124700465794
ess,23,3.9236663156068436
figure,2409,-0.034659290518933045
halves,42,3.321490913252625
chok,2,6.366013350976048
razor,51,3.127334898811667
heathen,104,2.4147696323946204
sex,593,0.6739661325382676
verbs,7,5.11325038248068
david,266,1.475664222754294
eustace,155,2.0157354146167465
brutal,166,1.9471727431794499
bible,322,1.2846089859915848
chad,639,0.5992560771584582
adam,1393,1.206239918876078
forgot,730,0.4661159973935562
wandering,541,0.7657412526895117
boasting,40,3.3702810774220566
wild,2019,-0.5511970867768445
uns,37,3.4482426188917685
tumbled,161,2.6709033471114756
shameful,131,2.1839632083348417
matthias,1,7.059160531535993
bede,90,2.559350861205728
coffin,195,2.4793081535321915
confessor,30,4.351110330433783
listens,34,3.5328000069198318
thoughts,2629,-0.12205111263394287
prime,297,1.3654283927332933
aye,383,1.8042727229152924
hanna,11,4.661265258737623
wouldna,22,3.9681180781776773
upo,29,3.691864701549519
fret,95,3.1984308204953975
beforehand,243,1.5660990881954449
glories,85,2.6165092750456767
clasped,502,0.8405604118442639
leg,458,1.6254385279817534
giving,1642,1.26492815395772
managing,76,2.728427191249662
agreeing,45,3.2524980417656733
donkin,39,3.3955988854063466
darley,37,3.4482426188917685
seeking,443,0.9655907614908574
startled,765,0.41928469770945725
somehow,1198,1.069364041528708
gait,103,2.4244315433063575
hood,119,2.2800370384244637
cliffs,176,1.8886765364978413
measured,225,1.643060129331573
ha,1577,0.38902812513289997
learning,500,0.8445524331138013
ud,201,1.7558556234769174
joke,448,0.9543672991210078
admit,634,0.6071115770987672
kinraid,301,2.450662555455227
taste,1118,0.039863877820948655
yo,644,2.20089971786574
r,399,2.67963702708023
sixpence,256,1.5139830870564306
unmended,1,7.059160531535993
accompanying,119,2.2800370384244637
obliged,1102,0.7474257223830785
amuse,259,1.502332469836455
breadwinner,2,6.366013350976048
hester,478,0.889549799044537
rt,68,2.8396528263598864
preying,6,5.267401062307938
steal,234,1.6038394161782916
robson,187,1.8280519146814065
kester,275,1.4423894338694219
pities,42,3.321490913252625
sceptic,24,3.8811067011880476
educated,297,1.3654283927332933
shrewd,255,1.5178969863775669
heliobas,276,2.1319068463787882
withdrew,345,1.2156161145046331
maker,163,1.9654103307292308
air,4572,-0.675398312818763
clad,505,0.8346021022606334
labour,478,0.889549799044537
trimmed,88,2.5818237170577865
troops,289,1.392733843423561
severn,19,4.114721552369552
lounged,44,3.274970897617732
bustle,165,1.9532150576354124
fourteen,199,1.7658557068115006
partner,343,2.320042373038163
disinherited,15,5.044257510993728
mathematics,50,3.147137526107847
connected,503,0.8385703614362539
armchair,103,2.4244315433063575
gloom,494,0.8566250143480706
stumbling,80,2.6771338968621117
bellows,37,3.4482426188917685
implying,58,2.998717520989574
mended,95,2.505283639935452
banter,35,3.5038124700465794
pressing,428,1.6931845165141415
gentians,2,6.366013350976048
formidable,193,1.7964703426311077
exquisite,439,0.9746611184608218
settling,167,1.941166719119238
itself,3106,-0.9819304721726393
committee,198,1.7708935008414577
incomprehensible,114,2.3229620831414977
jealousy,428,1.0000373359541963
everywhere,556,0.7383922372854107
someone,369,2.2469761761635754
crumple,19,4.114721552369552
square,1243,-0.06612255997471791
morris,184,2.537371954486953
oxford,269,1.464449151934154
quivered,155,2.0157354146167465
college,509,0.8267125149854703
minutely,37,3.4482426188917685
intentions,264,1.483211428389677
staunchest,4,5.6728661704161025
reform,248,1.5457317853710109
club,578,1.392733843423561
stand,2457,-0.7475358409851861
effingham,319,1.987116609311094
violet,1373,0.9330194144361318
laurence,133,2.168811403314239
ordinary,897,0.2601046694771969
result,862,0.2999052608722999
whims,61,3.6414338479226274
unreasonable,183,1.8496743786945722
altogether,1500,-0.2540598555543083
misunderstands,2,6.366013350976048
womanlike,10,4.756575438541947
annoys,10,4.756575438541947
chiltern,456,0.9366677220216071
finn,551,0.7474257223830785
feels,387,1.1007358385062114
accept,981,0.17058807197063003
condescend,114,2.3229620831414977
nevertheless,922,0.23261530797939928
commencing,34,3.5328000069198318
gustavus,18,4.168788773639829
injure,111,2.349630330223659
borough,178,1.877376981243908
beg,914,0.24132996008184301
bidding,265,1.4794307055497709
yearn,41,3.3455884648316854
brentford,159,1.9902563293157616
richards,14,5.11325038248068
phineas,1494,-0.2500518341567697
glencora,142,2.1033334739347325
saulsby,94,2.515865749265989
resigning,24,3.8811067011880476
cabinet,328,1.2661469231518492
awed,104,2.4147696323946204
widowed,49,3.860487413985312
caledonian,6,5.267401062307938
chillingly,337,1.9322247817435767
novels,192,1.8016651595082116
european,167,1.941166719119238
hoggishness,1,7.059160531535993
placidity,27,3.7633236655316638
landlord,366,1.8496743786945722
demosthenes,15,4.351110330433783
kenelm,1183,1.369646028677497
piquet,37,3.4482426188917685
obedient,137,2.1391796057078682
exemplary,54,3.0701764849717184
deliberate,194,1.7913023724726649
tenants,201,1.7558556234769174
jessie,188,2.515865749265989
cripple,107,2.386331697074087
disobeying,12,4.5742538817479925
consents,34,3.5328000069198318
particular,1529,-0.27320867439306923
moral,650,0.5821881686463103
plays,247,1.5497721949080159
mortifying,18,4.168788773639829
associating,16,4.286571809296212
election,349,1.2040886093335659
vii,156,2.009304524286456
utter,584,0.689259548707766
travers,272,2.146505645799941
gain,490,0.8647551404313207
joins,20,4.063428257982002
competence,32,3.5934246287362663
depart,274,1.4460324251479229
enjoys,48,3.187959520628102
defend,264,1.483211428389677
envy,292,1.3824067292677114
envied,137,2.1391796057078682
conciliating,15,4.351110330433783
campion,73,2.768701090387602
differing,42,3.321490913252625
error,261,1.4946401242132996
v,228,1.6298149025815525
objections,106,2.395721437423926
conservatories,8,4.979718989856157
tastes,246,1.5538289956036302
niece,503,0.8385703614362539
bearish,5,5.449722619101893
cecilia,252,2.222878624584515
rhine,63,2.9160258051444603
listening,935,0.9117611828072515
employer,128,2.207130267616376
protege,38,3.421574371809607
fascinate,14,4.4201032019207345
glenalvon,73,2.768701090387602
likely,1937,0.18341204868894256
startling,206,1.731284362746412
trees,2233,0.041206460255780515
teaching,275,1.4423894338694219
haughtiness,51,3.127334898811667
beard,505,1.5277492828205788
troubles,450,0.9499129487716276
introduction,194,1.7913023724726649
agin,52,3.107916812954566
disgraced,91,2.548301025019143
craft,248,1.5457317853710109
daniel,560,0.7312237478067981
curve,162,1.971564196303609
heered,9,4.861935954199773
scores,133,2.168811403314239
displeasing,28,3.726956021360789
beautifully,260,1.4984789005204655
seconders,2,6.366013350976048
dears,126,2.222878624584515
conclusion,439,0.9746611184608218
widely,79,2.689712679068972
representing,102,2.434187718251722
gallantly,86,2.6048132352824855
assets,7,5.11325038248068
bald,165,1.9532150576354124
intruded,35,3.5038124700465794
allows,64,2.9002774481763214
misguided,30,4.351110330433783
footsteps,325,1.968482529766201
dan,451,2.3339875531532055
grunts,14,4.4201032019207345
spread,842,1.0165276978536117
slooshings,1,7.059160531535993
teach,510,2.2110441669375125
fifteenth,31,3.6251733270508466
happen,978,0.8667980420611211
correct,325,1.968482529766201
lashed,74,2.755095438331823
ropesending,2,6.366013350976048
refuses,72,2.7824944125199376
grounds,401,1.065199104229424
fingering,41,3.3455884648316854
lively,483,0.8791438778834203
irked,21,4.01463809381257
breaks,145,2.0824267891154187
ensure,52,3.107916812954566
conquer,156,2.702451704846401
zymotic,1,7.059160531535993
eminent,172,1.9116660547225401
fashionable,376,1.1295713881460985
xlv,35,3.5038124700465794
salute,188,1.8227185687060439
neptune,15,4.351110330433783
caryl,71,2.7964806544946774
carne,330,1.2600678770754672
powerful,521,1.4965576703425714
cows,228,1.6298149025815525
aware,1573,-0.30157937152228476
roundhouse,4,5.6728661704161025
truly,745,0.4457763131564334
trespass,42,3.321490913252625
aboard,161,1.9777561665515302
trading,70,2.810665289486634
gaze,799,0.37579958576971845
key,834,0.3329271291772464
ransacked,29,3.691864701549519
answering,322,1.9777561665515302
chastised,17,4.225947187479777
vigilance,68,2.8396528263598864
themselves,2868,-0.9022096701835178
mannerisms,3,5.960548242867883
chairs,567,0.718801227808241
voted,58,2.998717520989574
prosperous,153,2.0287226101435576
draw,813,1.0515766025481277
furniture,612,0.6424282490236669
mispronounced,2,6.366013350976048
rheumatism,56,3.0338088408008437
honeychurch,157,2.0029147261876847
wreck,147,2.068727944757257
paralysis,34,3.5328000069198318
weakly,68,2.8396528263598864
imbecile,83,2.640319923739395
52,4,5.6728661704161025
unfaithful,36,3.475641593079883
ignorant,525,0.7957622689443693
trade,512,1.919448195164595
poured,468,0.9106922356183463
observing,284,1.410186293374787
esther,761,2.989476531135844
reminds,118,2.288475907070328
ledru,4,5.6728661704161025
questions,1332,0.9633359691037684
maximus,62,2.9320261464909017
sermon,273,1.4496887363510331
principles,299,1.3587169581453067
avoid,520,1.4984789005204655
pipe,859,0.3033916095517378
desires,274,1.4460324251479229
assertion,187,1.8280519146814065
additional,153,2.0287226101435576
unusual,460,0.9279340420528525
awaited,189,1.8174135164763505
naughty,199,1.7658557068115006
merrily,175,1.894374557612479
blackheath,5,5.449722619101893
third,1164,-0.00045709675539005567
tickets,86,2.6048132352824855
chat,105,2.40520018137847
spectacles,314,1.3097675456277396
original,401,1.7583462847893692
222,1,7.059160531535993
holiday,456,0.9366677220216071
pupils,297,1.3654283927332933
workingman,12,4.5742538817479925
belief,640,0.5976923551822755
tenant,184,1.8442247739270075
renders,30,3.657963149873838
verily,200,1.7608431649879563
studied,284,1.410186293374787
acceptance,125,2.230846794233692
writes,220,2.3586801657435768
interrupt,144,2.0893472319599926
laying,470,0.9064278368318889
brow,788,0.3896624416781139
enveloping,17,4.225947187479777
345,1,7.059160531535993
jermyn,381,1.1163611564092921
medicines,66,2.8695057895095677
loamford,15,4.351110330433783
assuredly,157,2.0029147261876847
carry,1355,0.9462160868903015
daily,796,0.37956134569161004
harold,591,0.6773445141298949
416,1,7.059160531535993
gracie,605,2.0402264346250423
handle,360,1.1730565000858373
