,Topic_Num,Topic_Perc_Contrib,Keywords,Representative Text
0,0.0,0.9516000151634216,"source, great, man, truth, death, path, life, heart, time, people","['many', 'alone', 'possession', 'truth', 'man', 'natural', 'way', 'moral', 'evolution', 'life', 'practice', 'universal', 'goodwill', 'friend', 'enemy']"
1,1.0,0.9327999949455261,"self, man, thing, truth, world, other, teacher, blessed, thought, eye","['body', 'knowledge', 'destiny', 'former', 'dwelling', 'former', 'state', 'faculty', 'reading', 'thought', 'other', 'knowledge', 'finality', 'stream', 'life']"
2,2.0,0.9157000184059143,"truth, life, venerable, word, day, glorious, long, elephant, soul, last","['ideal', 'state', 'soul', 'selfishness', 'hatred', 'lust', 'habitation', 'truth', 'distrust', 'allurement', 'confine', 'energy', 'duty', 'life']"
3,3.0,0.9383999705314636,"brother, mind, body, light, pure, tathāgata, doctrine, night, world, season","['brother', 'season', 'food', 'incoming', 'bhikkhus', 'food', 'outgoing', 'food', 'sick', 'food', 'sick', 'medicine', 'sick', 'constant', 'supply', 'ricemilk']"
4,4.0,0.9480999708175659,"good, evil, deed, right, man, passion, free, robe, food, existence","['noble', 'family', 'bank', 'river', 'wood', 'food', 'bowl', 'king', 'heart', 'royal', 'robe', 'golden', 'crown', 'head', 'company', 'wise', 'counselor', 'mysterious', 'guest']"
